purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,purchase_order_status
PO001032,SUP00030,PROD00476,2025-03-31,2025-04-30,180,23.1,Received
PO001033,SUP00001,PROD00059,2025-06-12,2025-07-18,671,29.89,Received
PO001034,SUP00011,PROD00289,2026-05-22,2026-07-02,649,10.53,Received
PO001035,SUP00031,PROD00008,2025-12-04,2026-01-05,739,82.27,Received
PO001036,SUP00025,PROD00348,2026-01-02,2026-02-09,426,66.3,Received
PO001037,SUP00040,PROD00087,2025-04-15,2025-04-22,719,69.7,In Transit
PO001038,SUP00035,PROD00444,2025-11-14,2025-11-17,432,109.39,Received
PO001039,SUP00022,PROD00100,2025-08-30,2025-09-30,244,76.08,Received
PO001040,SUP00027,PROD00078,2026-05-03,2026-06-12,980,17.58,Received
PO001041,SUP00010,PROD00484,2026-04-09,2026-05-27,672,4.15,Received
PO001042,SUP00029,PROD00482,2025-02-09,2025-03-10,118,104.72,Received
PO001043,SUP00005,PROD00414,2025-01-05,2025-02-22,871,34.42,Received
PO001044,SUP00018,PROD00463,2025-03-23,2025-04-30,544,17.04,In Transit
PO001045,SUP00010,PROD00225,2025-09-21,2025-11-08,596,67.86,Received
PO001046,SUP00019,PROD00368,2025-10-31,2025-12-29,523,8.19,Received
PO001047,SUP00035,PROD00493,2025-05-06,2025-05-09,439,53.9,Received
PO001048,SUP00004,PROD00330,2025-12-19,2026-02-03,556,49.9,Received
PO001049,SUP00007,PROD00474,2025-07-24,2025-09-05,912,30.16,Received
PO001050,SUP00002,PROD00152,2025-08-18,2025-10-10,194,45.6,Received
PO001051,SUP00014,PROD00192,2026-01-16,2026-03-13,564,6.0,Received
PO001052,SUP00009,PROD00262,2026-04-03,2026-05-12,762,50.87,Received
PO001053,SUP00036,PROD00264,2025-10-31,2025-11-08,680,76.58,In Transit
PO001054,SUP00022,PROD00413,2026-05-13,2026-06-13,772,29.36,Received
PO001055,SUP00034,PROD00004,2026-05-14,2026-05-16,511,67.28,Received
PO001056,SUP00017,PROD00093,2025-02-20,2025-04-17,938,47.1,In Transit
PO001057,SUP00009,PROD00044,2026-01-12,2026-02-20,282,85.11,In Transit
PO001058,SUP00015,PROD00343,2025-07-10,2025-09-05,992,60.25,Received
PO001059,SUP00032,PROD00420,2026-02-27,2026-04-01,42,66.43,Received
PO001060,SUP00032,PROD00279,2026-06-12,2026-07-15,812,24.11,Received
PO001061,SUP00032,PROD00206,2025-12-14,2026-01-16,784,22.85,Received
PO001062,SUP00034,PROD00227,2026-01-09,2026-01-11,567,17.79,Cancelled
PO001063,SUP00013,PROD00011,2026-06-25,2026-07-30,1000,102.15,Received
PO001064,SUP00021,PROD00198,2025-02-08,2025-03-08,534,29.48,Cancelled
PO001065,SUP00016,PROD00487,2025-06-04,2025-07-24,825,39.95,Received
PO001066,SUP00035,PROD00381,2026-06-16,2026-06-19,805,41.86,Received
PO001067,SUP00023,PROD00242,2025-01-25,2025-02-22,329,72.81,Received
PO001068,SUP00005,PROD00294,2025-11-20,2026-01-07,913,37.38,In Transit
PO001069,SUP00012,PROD00492,2025-09-19,2025-10-31,364,31.38,Received
PO001070,SUP00016,PROD00369,2026-04-13,2026-06-02,169,72.28,Received
PO001071,SUP00014,PROD00453,2025-03-06,2025-05-01,893,45.49,Received
PO001072,SUP00014,PROD00197,2026-02-13,2026-04-10,933,82.63,Received
PO001073,SUP00026,PROD00208,2026-03-14,2026-04-08,56,103.96,Received
PO001074,SUP00030,PROD00439,2025-11-24,2025-12-24,435,35.85,In Transit
PO001075,SUP00017,PROD00094,2026-06-24,2026-08-19,346,82.1,Cancelled
PO001076,SUP00014,PROD00007,2026-05-21,2026-07-16,408,117.98,Cancelled
PO001077,SUP00036,PROD00346,2026-01-17,2026-01-25,207,104.62,Received
PO001078,SUP00019,PROD00303,2026-05-05,2026-07-03,26,110.75,Received
PO001079,SUP00004,PROD00056,2026-02-20,2026-04-07,199,54.22,Received
PO001080,SUP00040,PROD00499,2026-06-19,2026-06-26,544,77.93,Received
PO001081,SUP00023,PROD00359,2025-04-20,2025-05-18,960,119.24,Received
PO001082,SUP00006,PROD00113,2026-02-03,2026-03-23,30,56.91,Received
PO001083,SUP00032,PROD00405,2025-12-04,2026-01-06,577,53.12,In Transit
PO001084,SUP00012,PROD00336,2026-04-20,2026-06-01,584,71.75,Received
PO001085,SUP00009,PROD00135,2026-03-24,2026-05-02,472,34.12,Received
PO001086,SUP00011,PROD00111,2026-06-17,2026-07-28,104,93.28,In Transit
PO001087,SUP00015,PROD00343,2026-04-13,2026-06-09,138,60.25,Received
PO001088,SUP00008,PROD00318,2025-12-06,2026-01-24,453,84.03,Received
PO001089,SUP00020,PROD00154,2025-04-25,2025-06-17,635,41.63,Cancelled
PO001090,SUP00032,PROD00387,2025-12-01,2026-01-03,569,19.4,Received
PO001091,SUP00003,PROD00067,2026-02-06,2026-03-13,464,90.57,Cancelled
PO001092,SUP00003,PROD00165,2026-02-07,2026-03-14,589,6.67,Received
PO001093,SUP00004,PROD00125,2025-12-05,2026-01-20,941,70.43,In Transit
PO001094,SUP00027,PROD00386,2026-02-20,2026-04-01,449,27.16,Received
PO001095,SUP00034,PROD00227,2026-07-12,2026-07-14,420,17.79,Received
PO001096,SUP00008,PROD00489,2025-03-27,2025-05-15,844,20.0,Received
PO001097,SUP00029,PROD00232,2025-05-07,2025-06-05,788,89.14,Received
PO001098,SUP00004,PROD00174,2025-03-29,2025-05-14,545,101.09,Received
PO001099,SUP00036,PROD00264,2025-01-16,2025-01-24,268,76.58,Cancelled
PO001100,SUP00005,PROD00351,2025-09-09,2025-10-27,360,106.17,Received
PO001101,SUP00037,PROD00220,2026-06-10,2026-06-16,343,56.26,In Transit
PO001102,SUP00024,PROD00430,2025-12-15,2026-01-18,593,60.46,Received
PO001103,SUP00009,PROD00435,2025-04-21,2025-05-30,843,17.84,In Transit
PO001104,SUP00014,PROD00267,2026-02-19,2026-04-16,404,91.02,Received
PO001105,SUP00023,PROD00098,2025-02-22,2025-03-22,665,65.43,Received
PO001106,SUP00034,PROD00322,2025-04-11,2025-04-13,855,70.27,Received
PO001107,SUP00022,PROD00413,2025-02-10,2025-03-13,887,29.36,In Transit
PO001108,SUP00014,PROD00280,2025-03-05,2025-04-30,574,74.62,In Transit
PO001109,SUP00012,PROD00336,2025-03-30,2025-05-11,741,71.75,In Transit
PO001110,SUP00019,PROD00290,2025-02-26,2025-04-26,661,95.94,In Transit
PO001111,SUP00037,PROD00220,2025-02-19,2025-02-25,876,56.26,Received
PO001112,SUP00012,PROD00336,2025-10-30,2025-12-11,931,71.75,Received
PO001113,SUP00030,PROD00409,2026-03-21,2026-04-20,413,44.2,Received
PO001114,SUP00013,PROD00422,2026-07-06,2026-08-10,954,75.77,Received
PO001115,SUP00003,PROD00177,2026-01-25,2026-03-01,696,111.93,Received
PO001116,SUP00019,PROD00066,2026-02-20,2026-04-20,271,72.1,Received
PO001117,SUP00036,PROD00346,2026-02-20,2026-02-28,27,104.62,Received
PO001118,SUP00033,PROD00184,2026-04-19,2026-04-21,578,72.08,Received
PO001119,SUP00029,PROD00312,2026-04-15,2026-05-14,219,113.76,In Transit
PO001120,SUP00017,PROD00189,2026-07-02,2026-08-27,851,8.19,Received
PO001121,SUP00029,PROD00274,2025-10-16,2025-11-14,378,116.04,Received
PO001122,SUP00023,PROD00380,2026-03-19,2026-04-16,733,42.19,Received
PO001123,SUP00007,PROD00371,2026-02-15,2026-03-30,953,75.2,Received
PO001124,SUP00002,PROD00027,2025-07-05,2025-08-27,501,36.11,Cancelled
PO001125,SUP00017,PROD00022,2025-05-14,2025-07-09,615,69.7,In Transit
PO001126,SUP00003,PROD00121,2025-08-03,2025-09-07,30,72.97,Received
PO001127,SUP00007,PROD00371,2026-06-24,2026-08-06,678,75.2,In Transit
PO001128,SUP00038,PROD00129,2025-05-27,2025-06-02,229,82.79,Received
PO001129,SUP00014,PROD00400,2025-08-11,2025-10-06,909,62.68,Received
PO001130,SUP00030,PROD00439,2026-02-07,2026-03-09,774,35.85,Received
PO001131,SUP00021,PROD00276,2026-07-14,2026-08-11,346,104.11,Received
PO001132,SUP00022,PROD00433,2025-11-12,2025-12-13,449,66.7,Received
PO001133,SUP00005,PROD00494,2025-05-15,2025-07-02,821,80.89,In Transit
PO001134,SUP00012,PROD00132,2026-02-09,2026-03-23,961,75.66,Cancelled
PO001135,SUP00029,PROD00418,2026-05-30,2026-06-28,875,64.11,Cancelled
PO001136,SUP00008,PROD00390,2025-06-22,2025-08-10,666,84.33,Received
PO001137,SUP00028,PROD00295,2026-01-28,2026-02-23,208,73.28,Received
PO001138,SUP00018,PROD00243,2026-04-21,2026-05-29,900,85.88,Received
PO001139,SUP00002,PROD00123,2026-06-21,2026-08-13,532,10.5,Received
PO001140,SUP00029,PROD00446,2026-02-06,2026-03-07,784,49.49,Received
PO001141,SUP00037,PROD00488,2026-01-18,2026-01-24,415,94.32,Received
PO001142,SUP00012,PROD00140,2026-05-14,2026-06-25,648,75.98,In Transit
PO001143,SUP00029,PROD00307,2025-03-27,2025-04-25,331,115.49,Received
PO001144,SUP00007,PROD00462,2025-03-03,2025-04-15,219,92.41,In Transit
PO001145,SUP00004,PROD00293,2026-03-26,2026-05-11,962,16.96,Received
PO001146,SUP00014,PROD00131,2026-03-06,2026-05-01,178,18.56,Received
PO001147,SUP00033,PROD00500,2025-03-17,2025-03-19,201,5.13,In Transit
PO001148,SUP00016,PROD00321,2025-11-04,2025-12-24,114,35.33,Received
PO001149,SUP00011,PROD00119,2026-03-13,2026-04-23,647,11.82,Received
PO001150,SUP00007,PROD00411,2025-06-28,2025-08-10,699,91.38,Received
PO001151,SUP00026,PROD00344,2025-05-07,2025-06-01,344,42.74,In Transit
PO001152,SUP00012,PROD00132,2025-07-14,2025-08-25,911,75.66,In Transit
PO001153,SUP00007,PROD00429,2026-07-08,2026-08-20,631,92.65,In Transit
PO001154,SUP00016,PROD00369,2026-01-14,2026-03-05,118,72.28,Received
PO001155,SUP00006,PROD00113,2026-05-13,2026-06-30,322,56.91,In Transit
PO001156,SUP00023,PROD00084,2025-05-16,2025-06-13,538,26.57,Cancelled
PO001157,SUP00033,PROD00058,2025-12-02,2025-12-04,747,29.99,Received
PO001158,SUP00037,PROD00394,2025-01-02,2025-01-08,918,106.26,Received
PO001159,SUP00019,PROD00162,2025-12-13,2026-02-10,392,114.6,Received
PO001160,SUP00025,PROD00272,2025-04-09,2025-05-17,456,100.94,Received
PO001161,SUP00040,PROD00256,2026-07-14,2026-07-21,492,46.23,In Transit
PO001162,SUP00029,PROD00182,2025-05-17,2025-06-15,630,44.65,Received
PO001163,SUP00030,PROD00326,2025-03-05,2025-04-04,413,87.14,Received
PO001164,SUP00018,PROD00243,2026-01-28,2026-03-07,241,85.88,Received
PO001165,SUP00020,PROD00079,2025-07-11,2025-09-02,328,35.22,In Transit
PO001166,SUP00016,PROD00443,2025-04-04,2025-05-24,180,79.89,In Transit
PO001167,SUP00002,PROD00123,2026-06-09,2026-08-01,517,10.5,Received
PO001168,SUP00013,PROD00401,2025-09-27,2025-11-01,480,89.18,Received
PO001169,SUP00033,PROD00252,2026-07-19,2026-07-21,334,25.37,Received
PO001170,SUP00028,PROD00395,2026-03-30,2026-04-25,912,52.64,Received
PO001171,SUP00015,PROD00107,2025-02-10,2025-04-08,616,74.34,Received
PO001172,SUP00013,PROD00186,2025-03-16,2025-04-20,332,91.13,Received
PO001173,SUP00001,PROD00059,2025-06-14,2025-07-20,500,29.89,In Transit
PO001174,SUP00037,PROD00055,2025-11-25,2025-12-01,383,26.05,Received
PO001175,SUP00031,PROD00228,2025-07-16,2025-08-17,651,19.85,Received
PO001176,SUP00003,PROD00177,2025-03-05,2025-04-09,795,111.93,Cancelled
PO001177,SUP00010,PROD00101,2025-10-18,2025-12-05,728,119.35,In Transit
PO001178,SUP00039,PROD00116,2025-04-07,2025-04-12,625,17.71,Received
PO001179,SUP00009,PROD00061,2025-09-18,2025-10-27,935,103.11,Received
PO001180,SUP00007,PROD00411,2025-02-10,2025-03-25,930,91.38,Received
PO001181,SUP00014,PROD00192,2026-03-25,2026-05-20,480,6.0,Received
PO001182,SUP00011,PROD00163,2025-05-05,2025-06-15,602,73.67,Received
PO001183,SUP00024,PROD00365,2025-09-12,2025-10-16,377,26.95,Received
PO001184,SUP00001,PROD00376,2025-01-15,2025-02-20,641,54.85,Received
PO001185,SUP00019,PROD00145,2026-07-15,2026-09-12,981,51.41,Cancelled
PO001186,SUP00004,PROD00456,2025-08-13,2025-09-28,926,89.96,In Transit
PO001187,SUP00011,PROD00133,2025-03-22,2025-05-02,868,8.02,Received
PO001188,SUP00003,PROD00177,2025-02-02,2025-03-09,948,111.93,Received
PO001189,SUP00024,PROD00365,2025-10-09,2025-11-12,161,26.95,Received
PO001190,SUP00023,PROD00098,2026-07-25,2026-08-22,357,65.43,Received
PO001191,SUP00032,PROD00286,2026-02-25,2026-03-30,495,90.58,Received
PO001192,SUP00025,PROD00348,2026-03-10,2026-04-17,221,66.3,Received
PO001193,SUP00026,PROD00249,2025-08-18,2025-09-12,834,100.69,Received
PO001194,SUP00027,PROD00212,2025-07-13,2025-08-22,261,26.65,Received
PO001195,SUP00033,PROD00200,2025-07-08,2025-07-10,536,51.64,Received
PO001196,SUP00033,PROD00200,2025-06-08,2025-06-10,300,51.64,Received
PO001197,SUP00014,PROD00007,2025-09-10,2025-11-05,64,117.98,Received
PO001198,SUP00038,PROD00193,2025-10-10,2025-10-16,877,58.58,Received
PO001199,SUP00002,PROD00123,2026-05-13,2026-07-05,578,10.5,Received
PO001200,SUP00037,PROD00437,2026-01-29,2026-02-04,344,61.82,Received
PO001201,SUP00039,PROD00477,2025-10-13,2025-10-18,264,106.27,In Transit
PO001202,SUP00004,PROD00001,2025-06-26,2025-08-11,316,96.92,In Transit
PO001203,SUP00038,PROD00199,2025-09-13,2025-09-19,705,45.13,Received
PO001204,SUP00014,PROD00468,2026-04-24,2026-06-19,876,95.69,Received
PO001205,SUP00040,PROD00054,2026-01-05,2026-01-12,103,119.87,Received
PO001206,SUP00025,PROD00272,2026-04-12,2026-05-20,399,100.94,In Transit
PO001207,SUP00024,PROD00172,2025-03-29,2025-05-02,707,26.31,Received
PO001208,SUP00022,PROD00433,2025-12-12,2026-01-12,501,66.7,Received
PO001209,SUP00018,PROD00257,2025-10-01,2025-11-08,56,71.31,Cancelled
PO001210,SUP00014,PROD00468,2025-05-14,2025-07-09,676,95.69,Received
PO001211,SUP00013,PROD00401,2026-04-17,2026-05-22,932,89.18,Received
PO001212,SUP00033,PROD00317,2025-04-27,2025-04-29,510,108.02,Received
PO001213,SUP00012,PROD00336,2025-04-20,2025-06-01,43,71.75,Cancelled
PO001214,SUP00023,PROD00382,2026-02-01,2026-03-01,161,77.26,In Transit
PO001215,SUP00008,PROD00178,2025-05-02,2025-06-20,40,8.42,Received
PO001216,SUP00018,PROD00472,2026-01-02,2026-02-09,903,85.1,In Transit
PO001217,SUP00011,PROD00133,2025-06-07,2025-07-18,607,8.02,Received
PO001218,SUP00004,PROD00024,2026-01-08,2026-02-23,183,76.24,Received
PO001219,SUP00037,PROD00092,2026-01-06,2026-01-12,49,75.09,Received
PO001220,SUP00040,PROD00087,2025-05-25,2025-06-01,233,69.7,In Transit
PO001221,SUP00035,PROD00269,2026-03-08,2026-03-11,128,78.61,Received
PO001222,SUP00015,PROD00077,2025-05-04,2025-06-30,512,55.28,Received
PO001223,SUP00009,PROD00299,2025-12-22,2026-01-30,386,64.68,Received
PO001224,SUP00010,PROD00105,2025-04-02,2025-05-20,490,68.47,In Transit
PO001225,SUP00004,PROD00306,2025-12-27,2026-02-11,646,93.92,Received
PO001226,SUP00037,PROD00394,2025-06-23,2025-06-29,782,106.26,Received
PO001227,SUP00002,PROD00350,2026-04-05,2026-05-28,677,62.26,Received
PO001228,SUP00011,PROD00449,2025-06-26,2025-08-06,784,117.78,In Transit
PO001229,SUP00015,PROD00097,2026-06-14,2026-08-10,667,115.57,In Transit
PO001230,SUP00003,PROD00268,2025-01-20,2025-02-24,255,88.14,Received
PO001231,SUP00038,PROD00009,2025-04-21,2025-04-27,973,56.81,Received
PO001232,SUP00002,PROD00027,2026-07-05,2026-08-27,379,36.11,Received
PO001233,SUP00010,PROD00230,2025-09-26,2025-11-13,492,27.99,Received
PO001234,SUP00009,PROD00135,2025-09-23,2025-11-01,540,34.12,Received
PO001235,SUP00005,PROD00188,2025-02-14,2025-04-03,197,97.66,Received
PO001236,SUP00005,PROD00494,2025-10-19,2025-12-06,23,80.89,Received
PO001237,SUP00033,PROD00085,2025-06-01,2025-06-03,649,92.8,Received
PO001238,SUP00003,PROD00194,2025-01-11,2025-02-15,164,79.58,Received
PO001239,SUP00013,PROD00011,2025-02-25,2025-04-01,89,102.15,Received
PO001240,SUP00015,PROD00486,2025-09-21,2025-11-17,223,89.27,Received
PO001241,SUP00009,PROD00044,2025-01-05,2025-02-13,345,85.11,Received
PO001242,SUP00026,PROD00490,2025-10-16,2025-11-10,154,119.83,In Transit
PO001243,SUP00029,PROD00183,2026-07-23,2026-08-21,132,72.05,In Transit
PO001244,SUP00003,PROD00246,2025-03-23,2025-04-27,80,43.68,Cancelled
PO001245,SUP00005,PROD00294,2026-05-10,2026-06-27,342,37.38,In Transit
PO001246,SUP00024,PROD00166,2026-07-23,2026-08-26,701,89.62,Received
PO001247,SUP00008,PROD00250,2025-05-30,2025-07-18,93,109.34,Received
PO001248,SUP00011,PROD00111,2025-06-07,2025-07-18,226,93.28,Received
PO001249,SUP00011,PROD00111,2025-12-17,2026-01-27,64,93.28,In Transit
PO001250,SUP00004,PROD00306,2026-07-14,2026-08-29,602,93.92,Received
PO001251,SUP00026,PROD00364,2025-11-08,2025-12-03,168,70.53,Received
PO001252,SUP00016,PROD00109,2025-05-08,2025-06-27,364,63.48,Received
PO001253,SUP00016,PROD00288,2026-07-07,2026-08-26,29,19.89,Received
PO001254,SUP00005,PROD00188,2026-04-11,2026-05-29,693,97.66,Received
PO001255,SUP00009,PROD00160,2025-10-15,2025-11-23,651,107.39,Received
PO001256,SUP00039,PROD00103,2026-06-16,2026-06-21,535,24.71,In Transit
PO001257,SUP00012,PROD00416,2026-01-07,2026-02-18,337,68.25,Received
PO001258,SUP00038,PROD00187,2026-02-20,2026-02-26,286,11.35,In Transit
PO001259,SUP00014,PROD00197,2026-03-27,2026-05-22,706,82.63,Received
PO001260,SUP00028,PROD00395,2025-05-30,2025-06-25,720,52.64,Received
PO001261,SUP00029,PROD00183,2025-06-02,2025-07-01,463,72.05,Received
PO001262,SUP00002,PROD00366,2025-09-02,2025-10-25,836,51.94,Received
PO001263,SUP00026,PROD00161,2025-07-16,2025-08-10,421,108.79,Received
PO001264,SUP00015,PROD00233,2025-09-30,2025-11-26,356,68.6,In Transit
PO001265,SUP00033,PROD00500,2026-07-14,2026-07-16,727,5.13,Received
PO001266,SUP00004,PROD00330,2025-06-21,2025-08-06,910,49.9,In Transit
PO001267,SUP00020,PROD00375,2026-07-17,2026-09-08,864,107.45,Received
PO001268,SUP00014,PROD00468,2025-06-17,2025-08-12,310,95.69,Received
PO001269,SUP00014,PROD00400,2025-07-02,2025-08-27,332,62.68,Received
PO001270,SUP00029,PROD00446,2025-08-03,2025-09-01,123,49.49,Received
PO001271,SUP00021,PROD00302,2025-12-11,2026-01-08,776,106.49,Received
PO001272,SUP00010,PROD00399,2026-03-13,2026-04-30,402,86.44,Received
PO001273,SUP00018,PROD00238,2026-04-16,2026-05-24,713,84.52,Received
PO001274,SUP00022,PROD00104,2026-07-21,2026-08-21,158,97.35,In Transit
PO001275,SUP00029,PROD00036,2025-01-13,2025-02-11,562,76.48,Received
PO001276,SUP00035,PROD00447,2026-04-29,2026-05-02,968,92.72,Received
PO001277,SUP00022,PROD00292,2026-06-13,2026-07-14,164,22.67,Received
PO001278,SUP00015,PROD00143,2025-03-03,2025-04-29,631,64.12,Received
PO001279,SUP00031,PROD00203,2025-06-20,2025-07-22,198,38.68,Received
PO001280,SUP00016,PROD00047,2026-01-10,2026-03-01,735,69.13,Received
PO001281,SUP00019,PROD00145,2025-02-02,2025-04-02,214,51.41,Received
PO001282,SUP00019,PROD00162,2025-08-03,2025-10-01,969,114.6,Received
PO001283,SUP00029,PROD00183,2025-02-12,2025-03-13,176,72.05,Received
PO001284,SUP00005,PROD00003,2026-06-12,2026-07-30,391,91.15,Received
PO001285,SUP00003,PROD00165,2026-02-16,2026-03-23,475,6.67,Received
PO001286,SUP00013,PROD00398,2025-08-21,2025-09-25,547,77.47,Received
PO001287,SUP00016,PROD00110,2025-12-06,2026-01-25,435,38.98,Received
PO001288,SUP00022,PROD00360,2025-02-02,2025-03-05,248,91.97,Received
PO001289,SUP00009,PROD00018,2025-10-28,2025-12-06,162,25.78,Received
PO001290,SUP00032,PROD00244,2025-07-23,2025-08-25,941,106.44,Received
PO001291,SUP00025,PROD00080,2025-07-28,2025-09-04,93,40.12,Received
PO001292,SUP00016,PROD00086,2025-11-08,2025-12-28,578,102.57,In Transit
PO001293,SUP00016,PROD00287,2026-06-08,2026-07-28,291,92.82,Received
PO001294,SUP00035,PROD00493,2026-05-08,2026-05-11,771,53.9,In Transit
PO001295,SUP00022,PROD00006,2026-03-12,2026-04-12,375,61.56,In Transit
PO001296,SUP00023,PROD00380,2025-07-04,2025-08-01,691,42.19,Received
PO001297,SUP00017,PROD00093,2026-05-01,2026-06-26,569,47.1,Received
PO001298,SUP00002,PROD00027,2025-07-01,2025-08-23,68,36.11,Received
PO001299,SUP00037,PROD00305,2026-06-03,2026-06-09,944,17.13,In Transit
PO001300,SUP00010,PROD00082,2025-03-23,2025-05-10,703,91.06,Received
PO001301,SUP00030,PROD00460,2026-02-24,2026-03-26,254,85.83,Received
PO001302,SUP00029,PROD00418,2026-02-16,2026-03-17,745,64.11,Received
PO001303,SUP00006,PROD00458,2025-12-30,2026-02-16,953,95.79,Received
PO001304,SUP00014,PROD00033,2026-04-12,2026-06-07,849,115.17,Received
PO001305,SUP00034,PROD00048,2025-06-22,2025-06-24,615,81.98,Received
PO001306,SUP00018,PROD00257,2026-03-31,2026-05-08,910,71.31,In Transit
PO001307,SUP00026,PROD00052,2025-11-13,2025-12-08,180,26.45,Received
PO001308,SUP00011,PROD00163,2025-10-03,2025-11-13,469,73.67,Received
PO001309,SUP00024,PROD00172,2025-01-06,2025-02-09,887,26.31,Received
PO001310,SUP00033,PROD00200,2025-03-19,2025-03-21,617,51.64,Received
PO001311,SUP00038,PROD00199,2025-12-27,2026-01-02,629,45.13,Received
PO001312,SUP00011,PROD00083,2025-03-06,2025-04-16,661,95.92,Received
PO001313,SUP00030,PROD00326,2026-01-23,2026-02-22,447,87.14,Received
PO001314,SUP00014,PROD00453,2025-06-05,2025-07-31,615,45.49,Received
PO001315,SUP00014,PROD00192,2026-02-09,2026-04-06,955,6.0,Received
PO001316,SUP00002,PROD00152,2026-04-10,2026-06-02,310,45.6,Received
PO001317,SUP00014,PROD00192,2026-06-09,2026-08-04,980,6.0,Received
PO001318,SUP00021,PROD00171,2025-10-23,2025-11-20,902,61.99,Cancelled
PO001319,SUP00025,PROD00348,2026-06-17,2026-07-25,292,66.3,Received
PO001320,SUP00034,PROD00424,2025-08-10,2025-08-12,854,81.81,In Transit
PO001321,SUP00010,PROD00101,2025-08-16,2025-10-03,22,119.35,In Transit
PO001322,SUP00005,PROD00494,2025-11-04,2025-12-22,877,80.89,In Transit
PO001323,SUP00008,PROD00178,2025-06-09,2025-07-28,32,8.42,Received
PO001324,SUP00016,PROD00109,2025-06-15,2025-08-04,904,63.48,Received
PO001325,SUP00031,PROD00464,2025-10-18,2025-11-19,361,91.99,In Transit
PO001326,SUP00010,PROD00225,2025-01-10,2025-02-27,935,67.86,Cancelled
PO001327,SUP00032,PROD00387,2025-03-25,2025-04-27,572,19.4,Received
PO001328,SUP00012,PROD00384,2025-02-04,2025-03-18,515,51.58,In Transit
PO001329,SUP00007,PROD00371,2025-07-06,2025-08-18,552,75.2,Received
PO001330,SUP00001,PROD00147,2026-03-09,2026-04-14,505,77.82,Received
PO001331,SUP00032,PROD00387,2026-04-08,2026-05-11,83,19.4,Received
PO001332,SUP00019,PROD00215,2025-11-11,2026-01-09,226,27.14,Received
PO001333,SUP00025,PROD00348,2025-03-12,2025-04-19,733,66.3,Received
PO001334,SUP00003,PROD00057,2025-09-01,2025-10-06,755,20.35,Received
PO001335,SUP00017,PROD00304,2025-01-07,2025-03-04,1000,4.48,Received
PO001336,SUP00024,PROD00117,2026-01-16,2026-02-19,861,97.57,Received
PO001337,SUP00006,PROD00261,2025-03-15,2025-05-02,477,108.12,Received
PO001338,SUP00002,PROD00350,2025-05-17,2025-07-09,861,62.26,Received
PO001339,SUP00028,PROD00159,2025-10-27,2025-11-22,150,23.22,Received
PO001340,SUP00015,PROD00251,2025-12-03,2026-01-29,682,90.83,Received
PO001341,SUP00031,PROD00118,2025-11-27,2025-12-29,120,50.99,Received
PO001342,SUP00006,PROD00291,2025-01-05,2025-02-22,112,119.54,Received
PO001343,SUP00030,PROD00476,2025-09-13,2025-10-13,22,23.1,In Transit
PO001344,SUP00032,PROD00236,2025-11-14,2025-12-17,488,68.5,Received
PO001345,SUP00027,PROD00149,2026-05-19,2026-06-28,297,113.69,Received
PO001346,SUP00036,PROD00346,2026-07-25,2026-08-02,86,104.62,Received
PO001347,SUP00022,PROD00219,2025-02-25,2025-03-28,876,43.1,In Transit
PO001348,SUP00019,PROD00480,2026-07-21,2026-09-18,561,64.5,Received
PO001349,SUP00027,PROD00099,2026-04-09,2026-05-19,974,10.55,Received
PO001350,SUP00029,PROD00183,2026-01-06,2026-02-04,717,72.05,Received
PO001351,SUP00040,PROD00256,2025-04-25,2025-05-02,341,46.23,Received
PO001352,SUP00038,PROD00199,2025-06-05,2025-06-11,385,45.13,Received
PO001353,SUP00005,PROD00217,2025-01-25,2025-03-14,585,68.1,In Transit
PO001354,SUP00004,PROD00306,2025-06-14,2025-07-30,555,93.92,Received
PO001355,SUP00010,PROD00308,2025-11-04,2025-12-22,906,6.64,Received
PO001356,SUP00005,PROD00003,2025-04-14,2025-06-01,556,91.15,Received
PO001357,SUP00007,PROD00311,2026-04-08,2026-05-21,231,20.86,Received
PO001358,SUP00039,PROD00158,2025-08-28,2025-09-02,722,102.67,In Transit
PO001359,SUP00022,PROD00124,2026-03-17,2026-04-17,942,32.58,Cancelled
PO001360,SUP00025,PROD00272,2025-03-02,2025-04-09,686,100.94,Received
PO001361,SUP00017,PROD00181,2025-05-16,2025-07-11,703,66.48,Received
PO001362,SUP00007,PROD00371,2025-03-30,2025-05-12,756,75.2,Received
PO001363,SUP00011,PROD00316,2025-01-27,2025-03-09,143,16.56,Received
PO001364,SUP00039,PROD00338,2025-05-28,2025-06-02,336,103.48,In Transit
PO001365,SUP00010,PROD00465,2025-11-20,2026-01-07,855,117.7,In Transit
PO001366,SUP00004,PROD00498,2025-06-04,2025-07-20,36,119.16,Received
PO001367,SUP00040,PROD00313,2025-03-30,2025-04-06,166,57.58,Received
PO001368,SUP00009,PROD00455,2025-07-02,2025-08-10,715,73.64,In Transit
PO001369,SUP00033,PROD00184,2025-09-15,2025-09-17,323,72.08,Received
PO001370,SUP00022,PROD00104,2026-04-10,2026-05-11,384,97.35,Received
PO001371,SUP00029,PROD00183,2025-01-09,2025-02-07,720,72.05,Received
PO001372,SUP00001,PROD00406,2025-10-26,2025-12-01,794,48.32,Received
PO001373,SUP00027,PROD00285,2026-02-28,2026-04-09,827,113.07,In Transit
PO001374,SUP00007,PROD00352,2025-03-12,2025-04-24,28,42.83,Received
