shipment_id,purchase_order_id,origin_country,destination_country,shipment_date,estimated_arrival_date,actual_arrival_date,shipping_method,freight_cost,import_duty,other_import_cost,shipment_status
SHIP000666,PO000379,China,UK,2025-02-23,2025-04-08,2025-04-11,Rail Freight,175.4,1365.46,259.86,Delayed
SHIP000667,PO000089,China,UK,2025-08-03,2025-09-03,2025-09-04,Sea Freight,2491.47,1123.17,178.28,Delayed
SHIP000668,PO000054,UK,UK,2025-09-07,2025-09-08,2025-09-08,Courier,4206.02,0.0,332.99,Delivered
SHIP000669,PO000493,China,UK,2025-06-16,2025-08-08,2025-08-08,Rail Freight,679.78,1464.53,107.66,Delivered
SHIP000670,PO000164,China,UK,2025-07-21,2025-08-29,2025-08-29,Sea Freight,1289.6,1304.46,368.62,Delivered
SHIP000671,PO000727,China,UK,2025-10-18,2025-12-01,2025-12-02,Rail Freight,2724.2,1012.88,364.06,Delayed
SHIP000672,PO001846,India,UK,2026-02-08,2026-03-11,2026-03-18,Sea Freight,1824.19,1498.2,264.6,Delayed
SHIP000673,PO001204,China,UK,2026-04-30,2026-06-19,2026-06-19,Air Freight,3065.43,1301.38,321.9,Delivered
SHIP000674,PO001913,India,UK,2025-09-26,2025-10-20,2025-10-20,Air Freight,2457.93,414.04,424.24,Delivered
SHIP000675,PO001744,China,UK,2025-07-05,2025-08-24,2025-08-24,Rail Freight,2299.64,593.04,459.67,Delivered
SHIP000676,PO001632,China,UK,2026-01-26,2026-03-16,2026-03-19,Rail Freight,3556.23,1099.72,113.61,Delivered
SHIP000677,PO000526,China,UK,2025-10-06,2025-11-06,2025-11-06,Air Freight,3933.2,607.02,496.37,Delivered
SHIP000678,PO000188,India,UK,2025-03-09,2025-04-02,2025-04-03,Sea Freight,3983.14,137.28,470.82,Delivered
SHIP000679,PO001019,India,UK,2025-10-02,2025-10-30,2025-11-06,Sea Freight,820.82,1472.55,478.89,Delayed
SHIP000680,PO000967,China,UK,2026-03-10,2026-04-22,2026-04-22,Air Freight,3009.74,1296.64,106.87,Delivered
SHIP000681,PO000739,India,UK,2025-01-07,2025-01-31,2025-01-31,Air Freight,3203.72,1008.69,286.88,Delivered
SHIP000682,PO001599,China,UK,2026-07-22,2026-08-31,2026-09-01,Sea Freight,3146.19,1433.45,349.55,Delivered
SHIP000683,PO001622,UK,UK,2026-03-28,2026-03-31,2026-03-31,Courier,1105.31,0.0,239.86,Delivered
SHIP000684,PO000554,UK,UK,2025-02-27,2025-02-26,2025-02-26,Courier,3843.41,0.0,486.76,Delivered
SHIP000685,PO000364,China,UK,2025-03-10,2025-04-22,2025-04-22,Rail Freight,1828.39,1192.91,389.73,Delivered
SHIP000686,PO001384,India,UK,2026-01-10,2026-02-11,2026-02-14,Air Freight,4075.37,988.17,110.69,Delivered
SHIP000687,PO001958,China,UK,2025-07-15,2025-08-15,2025-08-18,Air Freight,1691.44,923.12,431.23,Delivered
SHIP000688,PO001725,China,UK,2025-03-14,2025-05-05,2025-05-06,Air Freight,3885.86,604.88,384.95,Delayed
SHIP000689,PO001057,China,UK,2026-01-16,2026-02-20,2026-02-20,Sea Freight,444.23,1153.99,225.96,Delivered
SHIP000690,PO000951,India,UK,2026-02-10,2026-03-08,2026-03-22,Air Freight,3002.53,982.93,208.98,Delayed
SHIP000691,PO000632,India,UK,2025-01-27,2025-02-25,2025-02-26,Sea Freight,2246.94,230.79,111.91,Delivered
SHIP000692,PO001023,India,UK,2025-11-28,2025-12-21,2025-12-24,Air Freight,4896.72,1180.66,211.12,Delivered
SHIP000693,PO000257,China,UK,2026-03-29,2026-05-01,2026-05-02,Sea Freight,3811.28,570.64,480.09,Delivered
SHIP000694,PO001661,India,UK,2025-02-02,2025-02-28,2025-03-07,Sea Freight,2449.35,867.04,376.62,Delayed
SHIP000695,PO001055,UK,UK,2026-05-18,2026-05-16,2026-05-16,Road Freight,1804.49,0.0,342.5,Delivered
SHIP000696,PO001472,China,UK,2026-04-12,2026-05-28,2026-05-29,Rail Freight,987.37,1281.25,247.65,Delivered
SHIP000697,PO000330,India,UK,2025-08-23,2025-09-15,2025-09-16,Sea Freight,508.39,1498.43,145.02,Delivered
SHIP000698,PO000459,India,UK,2025-11-24,2025-12-26,2025-12-29,Sea Freight,4292.24,332.95,405.48,Delivered
SHIP000699,PO001899,China,UK,2025-08-19,2025-10-09,2025-10-09,Sea Freight,3239.76,125.07,131.41,Delivered
SHIP000700,PO000877,UK,UK,2025-04-23,2025-04-20,2025-04-21,Courier,4905.45,0.0,93.21,Delayed
SHIP000701,PO000325,India,UK,2026-03-01,2026-03-26,2026-03-26,Sea Freight,3345.08,238.31,150.25,Delivered
SHIP000702,PO000454,China,UK,2025-01-22,2025-03-20,2025-03-20,Rail Freight,4210.53,1321.46,330.06,Delivered
SHIP000703,PO000693,China,UK,2026-05-18,2026-07-12,2026-07-12,Air Freight,3676.42,137.74,468.93,Delivered
SHIP000704,PO000390,India,UK,2025-04-10,2025-05-11,2025-05-18,Sea Freight,1428.33,297.94,92.28,Delivered
SHIP000705,PO000595,China,UK,2025-09-01,2025-10-17,2025-10-18,Rail Freight,3242.21,581.8,223.99,Delayed
SHIP000706,PO001945,India,UK,2025-12-05,2025-12-31,2025-12-31,Air Freight,3056.69,167.59,347.38,Delivered
SHIP000707,PO000190,India,UK,2025-01-25,2025-02-16,2025-02-16,Sea Freight,4850.55,391.79,493.25,Delivered
SHIP000708,PO001333,India,UK,2025-03-16,2025-04-19,2025-04-20,Sea Freight,218.18,133.6,243.37,Delivered
SHIP000709,PO000653,China,UK,2025-06-01,2025-07-21,2025-07-28,Rail Freight,1479.28,1135.46,193.53,Delayed
SHIP000710,PO000772,UK,UK,2025-09-04,2025-09-06,2025-09-06,Courier,2602.57,0.0,244.89,Delivered
SHIP000711,PO001495,India,UK,2025-12-03,2025-12-30,2025-12-30,Air Freight,999.83,468.01,179.42,Delivered
SHIP000712,PO000893,China,UK,2025-10-29,2025-12-14,2025-12-21,Sea Freight,895.71,997.1,410.94,Delayed
SHIP000713,PO001842,China,UK,2025-09-27,2025-11-20,2025-11-21,Air Freight,684.95,691.84,383.33,Delivered
SHIP000714,PO000312,China,UK,2025-03-22,2025-05-16,2025-05-16,Rail Freight,3056.18,313.7,75.39,Delivered
SHIP000715,PO000847,UK,UK,2026-04-21,2026-04-18,2026-04-18,Courier,3083.28,0.0,128.42,Delivered
SHIP000716,PO000486,China,UK,2025-01-19,2025-03-06,2025-03-07,Air Freight,1242.69,1170.89,82.82,Delayed
SHIP000717,PO001299,UK,UK,2026-06-04,2026-06-09,2026-06-09,Road Freight,2984.8,0.0,157.05,Delivered
SHIP000718,PO001180,China,UK,2025-02-11,2025-03-25,2025-03-28,Sea Freight,4659.22,688.62,372.26,Delayed
SHIP000719,PO000397,India,UK,2026-03-15,2026-04-16,2026-04-16,Air Freight,991.44,1394.59,499.79,Delivered
SHIP000720,PO001415,China,UK,2025-02-28,2025-04-12,2025-04-13,Air Freight,732.63,1022.52,153.92,Delayed
SHIP000721,PO000112,India,UK,2025-01-20,2025-02-11,2025-02-12,Air Freight,4124.8,201.1,318.62,Delayed
SHIP000722,PO000133,India,UK,2025-07-26,2025-08-16,2025-08-17,Air Freight,1468.88,412.14,446.15,Delayed
SHIP000723,PO001400,India,UK,2025-12-18,2026-01-11,2026-01-14,Sea Freight,3074.42,587.46,231.55,Delayed
SHIP000724,PO000789,China,UK,2026-04-14,2026-05-21,2026-05-22,Rail Freight,2658.78,1386.79,90.22,Delayed
SHIP000725,PO000373,UK,UK,2026-07-10,2026-07-10,2026-07-10,Courier,1904.63,0.0,477.2,Delivered
SHIP000726,PO001782,India,UK,2025-04-13,2025-05-04,2025-05-04,Air Freight,1885.64,1455.42,345.02,Delivered
SHIP000727,PO000715,China,UK,2026-05-19,2026-07-01,2026-07-01,Air Freight,3724.29,876.07,109.63,Delivered
SHIP000728,PO000766,China,UK,2025-10-04,2025-11-05,2025-11-06,Rail Freight,2679.58,1453.97,490.26,Delivered
SHIP000729,PO000820,China,UK,2025-05-04,2025-06-09,2025-06-09,Air Freight,2384.88,121.56,138.57,Delivered
SHIP000730,PO000220,India,UK,2025-08-19,2025-09-13,2025-09-13,Sea Freight,4511.0,1354.05,256.09,Delivered
SHIP000731,PO001093,China,UK,2025-12-11,2026-01-20,2026-01-23,Sea Freight,748.52,325.02,96.33,Delayed
SHIP000732,PO000149,UK,UK,2025-10-01,2025-09-26,2025-09-26,Road Freight,847.22,0.0,179.4,Delivered
SHIP000733,PO001434,UK,UK,2026-03-21,2026-03-23,2026-03-26,Courier,3846.42,0.0,353.63,Delivered
SHIP000734,PO001336,India,UK,2026-01-22,2026-02-19,2026-02-22,Air Freight,3908.01,222.12,193.96,Delayed
SHIP000735,PO001045,China,UK,2025-09-22,2025-11-08,2025-11-08,Air Freight,950.25,322.73,261.8,Delivered
SHIP000736,PO001573,India,UK,2025-05-11,2025-06-08,2025-06-08,Sea Freight,1747.72,501.44,478.81,Delivered
SHIP000737,PO001317,China,UK,2026-06-15,2026-08-04,2026-08-04,Sea Freight,2575.79,576.28,349.63,Delivered
SHIP000738,PO001631,India,UK,2025-01-09,2025-01-31,2025-02-03,Sea Freight,4471.71,1189.06,295.54,Delivered
SHIP000739,PO000744,China,UK,2025-12-02,2026-01-19,2026-01-22,Air Freight,344.3,239.68,372.83,Delayed
SHIP000740,PO001266,China,UK,2025-06-26,2025-08-06,2025-08-07,Sea Freight,4939.77,604.89,72.64,Delayed
SHIP000741,PO000812,India,UK,2025-09-08,2025-10-09,2025-10-16,Air Freight,2523.34,943.09,202.3,Delivered
SHIP000742,PO001975,China,UK,2026-01-03,2026-02-13,2026-02-13,Rail Freight,1283.31,937.25,383.57,Delivered
SHIP000743,PO000012,India,UK,2025-10-08,2025-11-03,2025-11-04,Sea Freight,2492.33,1096.94,233.59,Delayed
SHIP000744,PO001694,India,UK,2025-07-22,2025-08-20,2025-08-23,Sea Freight,1599.0,762.43,166.65,Delivered
SHIP000745,PO001803,China,UK,2025-04-18,2025-06-01,2025-06-01,Air Freight,3065.43,325.99,466.31,Delivered
SHIP000746,PO000298,China,UK,2025-04-05,2025-05-19,2025-05-19,Rail Freight,247.15,285.92,267.47,Delivered
SHIP000747,PO000307,India,UK,2025-07-14,2025-08-10,2025-08-10,Air Freight,4967.63,880.85,262.86,Delivered
SHIP000748,PO000659,India,UK,2025-03-31,2025-04-23,2025-05-07,Air Freight,4713.48,1080.0,144.14,Delivered
SHIP000749,PO000972,China,UK,2025-03-31,2025-05-24,2025-05-25,Sea Freight,4284.17,242.45,434.45,Delayed
SHIP000750,PO000809,UK,UK,2026-05-24,2026-05-26,2026-05-26,Road Freight,911.98,0.0,124.07,Delivered
SHIP000751,PO000136,China,UK,2026-06-30,2026-08-05,2026-08-08,Sea Freight,1884.4,465.43,361.09,Delayed
SHIP000752,PO001179,China,UK,2025-09-25,2025-10-27,2025-11-03,Rail Freight,4389.78,587.94,423.42,Delayed
SHIP000753,PO000341,India,UK,2025-04-19,2025-05-15,2025-05-15,Sea Freight,1449.21,218.41,495.95,Delivered
SHIP000754,PO001104,China,UK,2026-02-25,2026-04-16,2026-04-19,Air Freight,2670.35,314.81,400.79,Delayed
SHIP000755,PO000795,China,UK,2025-06-08,2025-07-22,2025-07-22,Air Freight,577.81,898.02,295.07,Delivered
SHIP000756,PO001499,China,UK,2025-04-22,2025-06-09,2025-06-12,Air Freight,3287.91,874.14,130.12,Delayed
SHIP000757,PO001866,UK,UK,2026-03-05,2026-03-03,2026-03-10,Courier,1906.45,0.0,397.09,Delayed
SHIP000758,PO001005,India,UK,2025-10-11,2025-11-09,2025-11-09,Sea Freight,4257.98,921.87,206.86,Delivered
SHIP000759,PO000821,India,UK,2025-11-12,2025-12-08,2025-12-15,Sea Freight,2709.58,1051.73,200.6,Delivered
SHIP000760,PO000728,UK,UK,2025-05-18,2025-05-22,2025-05-22,Road Freight,3954.59,0.0,346.94,Delivered
SHIP000761,PO001058,China,UK,2025-07-15,2025-09-05,2025-09-05,Air Freight,3410.15,1175.49,103.67,Delivered
SHIP000762,PO001942,India,UK,2026-04-06,2026-04-29,2026-04-30,Air Freight,2978.45,466.58,167.16,Delivered
SHIP000763,PO000167,China,UK,2026-01-19,2026-02-27,2026-03-02,Rail Freight,2601.17,1393.33,338.47,Delivered
SHIP000764,PO001459,China,UK,2025-11-25,2026-01-10,2026-01-11,Sea Freight,595.25,1373.2,83.01,Delayed
SHIP000765,PO000667,UK,UK,2025-10-15,2025-10-11,2025-10-14,Road Freight,2214.25,0.0,144.71,Delayed
SHIP000766,PO000542,India,UK,2025-04-08,2025-05-04,2025-05-07,Sea Freight,4311.67,143.92,340.88,Delayed
SHIP000767,PO001554,UK,UK,2025-11-30,2025-12-04,2025-12-05,Road Freight,1687.28,0.0,356.12,Delayed
SHIP000768,PO000628,China,UK,2025-12-27,2026-02-01,2026-02-04,Sea Freight,1584.27,1132.59,112.12,Delayed
SHIP000769,PO000205,China,UK,2025-12-14,2026-01-26,2026-01-27,Sea Freight,2828.47,1407.85,220.67,Delivered
SHIP000770,PO001645,India,UK,2025-06-01,2025-06-30,2025-07-01,Sea Freight,2409.66,176.05,163.37,Delivered
SHIP000771,PO001847,China,UK,2025-08-15,2025-09-29,2025-09-29,Rail Freight,3850.48,153.02,247.04,Delivered
SHIP000772,PO000431,China,UK,2025-08-27,2025-10-23,2025-10-23,Air Freight,4717.69,1468.29,313.42,Delivered
SHIP000773,PO000103,China,UK,2026-07-29,2026-09-16,2026-09-17,Rail Freight,1906.18,1083.34,456.17,Delayed
SHIP000774,PO000942,India,UK,2025-03-26,2025-04-24,2025-04-24,Sea Freight,4757.73,162.66,167.32,Delivered
SHIP000775,PO000889,China,UK,2025-06-01,2025-07-10,2025-07-13,Air Freight,1540.55,1274.62,107.7,Delivered
SHIP000776,PO000165,UK,UK,2026-02-24,2026-02-25,2026-02-28,Courier,3806.14,0.0,150.67,Delivered
SHIP000777,PO000442,India,UK,2025-08-31,2025-09-23,2025-09-24,Sea Freight,2613.53,931.17,88.31,Delayed
SHIP000778,PO001260,India,UK,2025-05-31,2025-06-25,2025-06-25,Air Freight,642.76,162.74,371.82,Delivered
SHIP000779,PO000503,China,UK,2026-07-12,2026-08-24,2026-08-24,Rail Freight,4396.74,889.53,170.16,Delivered
SHIP000780,PO000985,China,UK,2026-05-09,2026-06-21,2026-06-21,Air Freight,4079.1,740.88,394.5,Delivered
SHIP000781,PO000701,China,UK,2025-02-12,2025-04-06,2025-04-13,Sea Freight,3565.94,1080.6,358.46,Delivered
SHIP000782,PO001006,China,UK,2025-12-11,2026-02-02,2026-02-02,Rail Freight,2480.23,869.46,306.88,Delivered
SHIP000783,PO001563,China,UK,2026-04-15,2026-06-09,2026-06-09,Rail Freight,997.69,201.7,316.24,Delivered
SHIP000784,PO001296,India,UK,2025-07-09,2025-08-01,2025-08-01,Sea Freight,749.73,767.59,166.51,Delivered
SHIP000785,PO000472,China,UK,2026-02-03,2026-04-02,2026-04-02,Sea Freight,4808.96,859.31,190.58,Delivered
SHIP000786,PO000999,India,UK,2026-07-03,2026-07-28,2026-07-28,Sea Freight,1186.23,274.32,152.75,Delivered
SHIP000787,PO000187,India,UK,2025-09-24,2025-10-17,2025-10-17,Sea Freight,301.79,479.41,214.11,Delivered
SHIP000788,PO000411,China,UK,2025-11-14,2026-01-08,2026-01-22,Sea Freight,3191.53,216.95,88.59,Delayed
SHIP000789,PO000607,UK,UK,2026-02-02,2026-02-04,2026-02-04,Road Freight,799.22,0.0,384.03,Delivered
SHIP000790,PO001307,India,UK,2025-11-18,2025-12-08,2025-12-15,Air Freight,4511.97,786.59,57.84,Delivered
SHIP000791,PO001709,India,UK,2026-01-13,2026-02-03,2026-02-03,Air Freight,1346.03,740.67,349.3,Delivered
SHIP000792,PO001031,China,UK,2025-01-31,2025-03-25,2025-03-25,Air Freight,2598.32,604.57,455.01,Delivered
SHIP000793,PO001646,China,UK,2025-12-01,2026-01-26,2026-01-26,Rail Freight,1522.26,128.52,461.96,Delivered
SHIP000794,PO000845,China,UK,2025-03-30,2025-05-15,2025-05-18,Air Freight,596.46,547.67,142.94,Delayed
SHIP000795,PO000977,India,UK,2025-07-20,2025-08-23,2025-08-23,Sea Freight,4845.46,164.05,338.46,Delivered
SHIP000796,PO001644,China,UK,2026-04-03,2026-05-20,2026-05-20,Rail Freight,109.8,118.06,486.73,Delivered
SHIP000797,PO001022,India,UK,2025-10-02,2025-10-24,2025-10-24,Sea Freight,2784.82,1223.36,156.85,Delivered
SHIP000798,PO000697,China,UK,2025-11-03,2025-12-17,2025-12-20,Rail Freight,1423.38,575.24,113.39,Delivered
SHIP000799,PO000151,China,UK,2025-05-21,2025-07-10,2025-07-10,Air Freight,4960.94,1268.78,75.76,Delivered
SHIP000800,PO001516,China,UK,2025-07-02,2025-08-05,2025-08-06,Sea Freight,3702.56,179.49,138.05,Delayed
SHIP000801,PO001426,India,UK,2025-04-01,2025-04-22,2025-04-22,Sea Freight,135.65,1444.1,457.43,Delivered
SHIP000802,PO000445,India,UK,2026-02-22,2026-03-20,2026-03-20,Air Freight,2429.84,1357.5,315.46,Delivered
SHIP000803,PO000669,India,UK,2025-03-25,2025-04-16,2025-04-17,Sea Freight,2734.58,475.95,167.55,Delayed
SHIP000804,PO001403,India,UK,2026-07-17,2026-08-11,2026-08-11,Sea Freight,481.88,802.52,389.3,Delivered
SHIP000805,PO000838,China,UK,2026-07-01,2026-08-16,2026-08-19,Rail Freight,4922.55,1076.7,121.07,Delivered
SHIP000806,PO001054,India,UK,2026-05-14,2026-06-13,2026-06-16,Air Freight,796.73,680.75,299.96,Delivered
SHIP000807,PO000647,India,UK,2025-02-06,2025-03-05,2025-03-12,Air Freight,2686.44,1191.0,181.51,Delivered
SHIP000808,PO000310,India,UK,2025-09-01,2025-09-28,2025-09-28,Sea Freight,2032.36,1248.36,381.26,Delivered
SHIP000809,PO001084,China,UK,2026-04-23,2026-06-01,2026-06-15,Air Freight,1998.52,763.52,273.29,Delivered
SHIP000810,PO001903,India,UK,2025-08-01,2025-08-25,2025-08-28,Air Freight,1590.26,688.35,374.42,Delivered
SHIP000811,PO000094,China,UK,2026-06-10,2026-08-06,2026-08-07,Air Freight,450.2,724.27,300.6,Delayed
SHIP000812,PO000047,India,UK,2026-07-26,2026-08-18,2026-08-25,Air Freight,1395.86,105.24,359.71,Delivered
SHIP000813,PO001807,China,UK,2025-05-10,2025-06-11,2025-06-11,Rail Freight,4184.68,957.98,110.17,Delivered
SHIP000814,PO001932,India,UK,2025-08-30,2025-09-30,2025-09-30,Sea Freight,4107.54,1162.77,478.92,Delivered
SHIP000815,PO000138,China,UK,2025-07-29,2025-09-13,2025-09-16,Air Freight,258.36,1220.03,433.32,Delivered
SHIP000816,PO000943,China,UK,2026-03-26,2026-05-16,2026-05-17,Rail Freight,1120.67,565.67,389.91,Delivered
SHIP000817,PO000930,China,UK,2026-04-15,2026-05-30,2026-05-30,Rail Freight,1483.23,471.32,451.21,Delivered
SHIP000818,PO001504,India,UK,2026-03-15,2026-04-06,2026-04-09,Air Freight,4451.87,1493.95,116.05,Delayed
SHIP000819,PO001886,India,UK,2025-07-17,2025-08-15,2025-08-15,Sea Freight,1563.59,389.25,56.55,Delivered
SHIP000820,PO001626,China,UK,2025-02-01,2025-03-20,2025-03-23,Rail Freight,3602.03,672.98,297.76,Delivered
SHIP000821,PO000173,China,UK,2025-02-17,2025-04-10,2025-04-17,Air Freight,2470.91,1139.38,466.0,Delayed
SHIP000822,PO000760,UK,UK,2026-06-02,2026-06-03,2026-06-06,Courier,4180.03,0.0,163.6,Delayed
SHIP000823,PO000306,China,UK,2025-01-24,2025-03-16,2025-03-16,Sea Freight,2095.27,917.55,190.26,Delivered
SHIP000824,PO001171,China,UK,2025-02-15,2025-04-08,2025-04-11,Sea Freight,2029.8,442.7,312.31,Delayed
SHIP000825,PO001896,China,UK,2025-06-10,2025-07-27,2025-07-27,Air Freight,4030.45,459.64,376.33,Delivered
SHIP000826,PO001867,China,UK,2026-03-04,2026-04-24,2026-04-27,Sea Freight,3688.96,265.39,285.27,Delivered
SHIP000827,PO000817,UK,UK,2026-05-18,2026-05-18,2026-05-18,Road Freight,2205.57,0.0,122.0,Delivered
SHIP000828,PO000366,UK,UK,2026-01-20,2026-01-16,2026-01-16,Courier,2953.83,0.0,160.8,Delivered
SHIP000829,PO000600,China,UK,2025-04-11,2025-06-02,2025-06-03,Air Freight,2787.81,807.05,197.15,Delayed
SHIP000830,PO001863,UK,UK,2026-01-02,2026-01-01,2026-01-01,Road Freight,423.26,0.0,320.07,Delivered
SHIP000831,PO001887,China,UK,2025-07-15,2025-09-04,2025-09-04,Rail Freight,253.26,1344.15,359.99,Delivered
SHIP000832,PO001466,China,UK,2025-10-07,2025-11-21,2025-11-21,Sea Freight,538.29,1280.06,117.76,Delivered
SHIP000833,PO001591,China,UK,2025-01-09,2025-02-10,2025-02-10,Sea Freight,170.35,408.79,206.57,Delivered
SHIP000834,PO001312,China,UK,2025-03-09,2025-04-16,2025-04-19,Sea Freight,552.2,489.72,256.81,Delayed
SHIP000835,PO000965,India,UK,2026-02-27,2026-03-21,2026-03-21,Sea Freight,507.02,600.91,397.27,Delivered
SHIP000836,PO000483,UK,UK,2026-02-14,2026-02-14,2026-02-17,Courier,2258.97,0.0,335.74,Delivered
SHIP000837,PO000395,India,UK,2026-05-13,2026-06-11,2026-06-11,Air Freight,1866.54,956.21,425.03,Delivered
SHIP000838,PO000351,China,UK,2026-06-30,2026-08-12,2026-08-12,Air Freight,4948.89,1043.33,483.27,Delivered
SHIP000839,PO001162,India,UK,2025-05-24,2025-06-15,2025-06-16,Air Freight,2811.42,157.0,298.52,Delayed
SHIP000840,PO001762,China,UK,2026-04-26,2026-05-28,2026-05-28,Sea Freight,3758.42,671.99,292.35,Delivered
SHIP000841,PO001455,China,UK,2026-05-14,2026-06-13,2026-06-16,Air Freight,2685.23,566.72,493.6,Delivered
SHIP000842,PO000856,India,UK,2025-05-16,2025-06-06,2025-06-06,Sea Freight,1043.79,732.28,239.93,Delivered
SHIP000843,PO001114,China,UK,2026-07-08,2026-08-10,2026-08-13,Air Freight,916.18,752.3,314.32,Delivered
SHIP000844,PO001409,China,UK,2025-09-08,2025-10-15,2025-10-18,Air Freight,3343.54,141.36,94.11,Delivered
SHIP000845,PO001891,China,UK,2025-06-08,2025-07-27,2025-07-27,Air Freight,2252.35,490.47,257.54,Delivered
SHIP000846,PO000913,India,UK,2025-09-16,2025-10-17,2025-10-17,Sea Freight,3193.56,1002.6,132.28,Delivered
SHIP000847,PO001928,India,UK,2025-09-14,2025-10-08,2025-10-09,Air Freight,790.29,1483.77,462.32,Delayed
SHIP000848,PO001126,China,UK,2025-08-09,2025-09-07,2025-09-08,Air Freight,3287.86,748.79,311.14,Delayed
SHIP000849,PO000346,China,UK,2026-01-09,2026-03-03,2026-03-04,Rail Freight,298.48,1434.98,359.65,Delayed
SHIP000850,PO000996,India,UK,2025-09-13,2025-10-04,2025-10-04,Air Freight,568.46,309.79,96.49,Delivered
SHIP000851,PO000336,India,UK,2026-07-14,2026-08-08,2026-08-08,Sea Freight,125.41,1258.05,398.15,Delivered
SHIP000852,PO001529,China,UK,2026-06-10,2026-08-04,2026-08-11,Sea Freight,4563.76,886.47,487.0,Delivered
SHIP000853,PO001355,China,UK,2025-11-10,2025-12-22,2025-12-22,Rail Freight,4370.03,1105.31,160.99,Delivered
SHIP000854,PO001736,China,UK,2025-07-26,2025-09-04,2025-09-07,Air Freight,4017.95,1246.66,223.8,Delivered
SHIP000855,PO000176,China,UK,2026-07-09,2026-08-22,2026-08-22,Sea Freight,2624.14,1283.71,498.45,Delivered
SHIP000856,PO000015,China,UK,2026-01-03,2026-02-04,2026-02-04,Air Freight,1490.99,1205.9,299.5,Delivered
SHIP000857,PO000180,UK,UK,2026-05-03,2026-05-09,2026-05-16,Courier,3810.17,0.0,302.84,Delivered
SHIP000858,PO000682,China,UK,2025-10-27,2025-12-06,2025-12-06,Sea Freight,3457.13,1062.11,54.81,Delivered
SHIP000859,PO000275,China,UK,2025-08-19,2025-10-08,2025-10-08,Rail Freight,2902.07,124.83,191.98,Delivered
SHIP000860,PO001218,China,UK,2026-01-13,2026-02-23,2026-02-23,Air Freight,3908.23,999.17,199.21,Delivered
SHIP000861,PO001406,China,UK,2025-07-08,2025-08-26,2025-08-26,Air Freight,2485.01,614.3,234.63,Delivered
SHIP000862,PO000705,UK,UK,2025-06-08,2025-06-13,2025-06-13,Road Freight,3996.33,0.0,348.76,Delivered
SHIP000863,PO000273,UK,UK,2025-03-25,2025-03-26,2025-03-26,Road Freight,1140.87,0.0,306.03,Delivered
SHIP000864,PO000888,UK,UK,2025-08-27,2025-08-26,2025-08-26,Courier,1755.1,0.0,227.94,Delivered
SHIP000865,PO001198,UK,UK,2025-10-16,2025-10-16,2025-10-16,Courier,106.01,0.0,162.89,Delivered
SHIP000866,PO000147,India,UK,2026-02-12,2026-03-14,2026-03-14,Air Freight,139.6,568.36,479.35,Delivered
SHIP000867,PO001840,India,UK,2025-10-03,2025-10-28,2025-10-29,Sea Freight,3161.98,230.03,392.81,Delayed
SHIP000868,PO000577,India,UK,2025-08-29,2025-10-03,2025-10-04,Sea Freight,4314.45,1389.33,148.92,Delivered
SHIP000869,PO000992,India,UK,2025-12-05,2026-01-10,2026-01-11,Air Freight,3956.94,1321.89,264.31,Delivered
SHIP000870,PO001648,China,UK,2025-09-28,2025-11-13,2025-11-13,Rail Freight,4936.79,923.73,261.92,Delivered
SHIP000871,PO001254,China,UK,2026-04-16,2026-05-29,2026-05-29,Rail Freight,4456.53,1398.04,384.7,Delivered
SHIP000872,PO001181,China,UK,2026-03-27,2026-05-20,2026-05-20,Rail Freight,3704.19,440.42,123.31,Delivered
SHIP000873,PO000586,India,UK,2026-02-12,2026-03-15,2026-03-18,Sea Freight,1943.48,1405.72,215.85,Delivered
SHIP000874,PO000148,India,UK,2025-03-20,2025-04-26,2025-04-27,Sea Freight,158.49,1367.17,166.09,Delayed
SHIP000875,PO001738,India,UK,2025-04-25,2025-05-17,2025-05-31,Air Freight,2954.78,1490.37,160.71,Delayed
SHIP000876,PO000557,China,UK,2026-03-15,2026-04-30,2026-05-01,Rail Freight,179.86,532.73,79.28,Delivered
SHIP000877,PO000236,India,UK,2025-07-29,2025-08-23,2025-08-23,Air Freight,718.09,451.13,216.56,Delivered
SHIP000878,PO000758,India,UK,2025-05-16,2025-06-13,2025-06-16,Air Freight,2766.42,151.23,497.28,Delivered
SHIP000879,PO000825,China,UK,2026-03-04,2026-04-20,2026-04-23,Sea Freight,1718.34,1091.97,296.24,Delayed
SHIP000880,PO001721,China,UK,2026-05-09,2026-06-30,2026-07-07,Sea Freight,571.33,101.62,105.15,Delayed
SHIP000881,PO001925,India,UK,2025-03-15,2025-04-11,2025-04-11,Sea Freight,1995.7,884.44,226.04,Delivered
SHIP000882,PO000430,China,UK,2025-03-17,2025-05-10,2025-05-24,Rail Freight,4868.93,849.97,338.16,Delayed
SHIP000883,PO000343,China,UK,2025-09-02,2025-10-19,2025-10-19,Sea Freight,222.98,319.79,453.77,Delivered
SHIP000884,PO001250,China,UK,2026-07-21,2026-08-29,2026-08-29,Air Freight,197.12,1337.46,411.29,Delivered
SHIP000885,PO000315,India,UK,2025-06-18,2025-07-14,2025-07-14,Air Freight,2748.19,1328.75,228.68,Delivered
SHIP000886,PO001262,China,UK,2025-09-05,2025-10-25,2025-10-28,Sea Freight,801.83,798.7,492.96,Delayed
SHIP000887,PO001142,China,UK,2026-05-18,2026-06-25,2026-06-25,Sea Freight,250.18,1071.53,199.93,Delivered
