return_id,order_id,product_id,return_date,quantity_returned,return_reason,refund_amount,return_status
RET005424,ORD018946,PROD00472,2025-11-19,1,Quality Issue,164.89,Approved
RET005425,ORD013819,PROD00318,2025-02-08,2,Late Delivery,287.58,Approved
RET005426,ORD027024,PROD00363,2025-01-31,3,Wrong Item,82.74,Approved
RET005427,ORD013805,PROD00406,2025-08-13,10,Wrong Item,591.9,Approved
RET005428,ORD044003,PROD00397,2025-08-10,4,Other,320.76,Approved
RET005429,ORD006451,PROD00037,2026-07-02,3,Other,439.05,Approved
RET005430,ORD012926,PROD00186,2025-04-04,1,Quality Issue,157.64,Approved
RET005431,ORD016033,PROD00064,2026-06-30,1,Late Delivery,110.43,Approved
RET005432,ORD007208,PROD00087,2026-01-13,5,Damaged,622.7,Pending
RET005433,ORD037690,PROD00187,2025-04-22,1,Quality Issue,15.5,Approved
RET005434,ORD037537,PROD00022,2026-07-25,1,Late Delivery,139.07,Approved
RET005435,ORD003942,PROD00062,2025-09-05,1,Changed Mind,3.92,Approved
RET005436,ORD026436,PROD00231,2025-06-27,4,Wrong Item,116.88,Approved
RET005437,ORD048918,PROD00360,2025-11-29,2,Damaged,224.1,Approved
RET005438,ORD026098,PROD00290,2026-02-15,2,Not as Described,342.56,Approved
RET005439,ORD043409,PROD00002,2026-06-14,1,Not as Described,178.14,Approved
RET005440,ORD034819,PROD00373,2025-04-20,1,Not as Described,66.6,Approved
RET005441,ORD023860,PROD00353,2025-09-30,6,Damaged,887.94,Pending
RET005442,ORD019539,PROD00355,2026-05-18,3,Late Delivery,269.22,Approved
RET005443,ORD022650,PROD00292,2026-06-17,6,Other,197.64,Approved
RET005444,ORD033968,PROD00128,2026-05-29,1,Changed Mind,207.41,Approved
RET005445,ORD023509,PROD00273,2025-06-14,1,Damaged,69.18,Approved
RET005446,ORD017875,PROD00225,2026-01-07,5,Quality Issue,538.7,Approved
RET005447,ORD006861,PROD00441,2025-08-09,4,Late Delivery,397.08,Approved
RET005448,ORD026913,PROD00443,2025-12-22,1,Quality Issue,120.65,Approved
RET005449,ORD003302,PROD00383,2025-03-21,10,Late Delivery,223.5,Approved
RET005450,ORD002960,PROD00388,2026-04-29,6,Wrong Item,274.98,Approved
RET005451,ORD013141,PROD00248,2025-05-28,1,Late Delivery,20.26,Pending
RET005452,ORD007286,PROD00492,2026-02-13,4,Quality Issue,173.52,Rejected
RET005453,ORD013170,PROD00426,2025-08-02,7,Wrong Item,792.82,Approved
RET005454,ORD036049,PROD00413,2025-09-08,8,Not as Described,380.64,Approved
RET005455,ORD041681,PROD00342,2025-02-16,1,Not as Described,128.8,Approved
RET005456,ORD040770,PROD00468,2025-03-23,1,Wrong Item,162.7,Rejected
RET005457,ORD013913,PROD00359,2026-05-29,1,Damaged,228.31,Rejected
RET005458,ORD000479,PROD00009,2025-11-10,1,Late Delivery,103.24,Approved
RET005459,ORD030019,PROD00193,2025-07-15,5,Not as Described,354.7,Approved
RET005460,ORD029628,PROD00418,2026-04-23,2,Damaged,213.2,Approved
RET005461,ORD000975,PROD00467,2026-01-18,2,Other,89.46,Pending
RET005462,ORD001010,PROD00171,2025-05-10,1,Changed Mind,103.74,Pending
RET005463,ORD012763,PROD00139,2025-02-19,1,Other,39.1,Approved
RET005464,ORD008276,PROD00003,2026-05-06,8,Not as Described,1094.24,Rejected
RET005465,ORD021316,PROD00468,2025-02-27,4,Not as Described,650.8,Approved
RET005466,ORD039051,PROD00274,2025-12-30,2,Changed Mind,320.7,Approved
RET005467,ORD014608,PROD00261,2026-06-13,1,Late Delivery,140.75,Approved
RET005468,ORD001463,PROD00145,2026-04-28,6,Not as Described,474.24,Approved
RET005469,ORD008411,PROD00328,2026-03-11,2,Other,150.2,Approved
RET005470,ORD031022,PROD00045,2026-04-04,2,Damaged,437.1,Approved
RET005471,ORD009454,PROD00125,2025-05-15,6,Late Delivery,543.42,Approved
RET005472,ORD009511,PROD00077,2025-11-27,1,Not as Described,69.77,Approved
RET005473,ORD021971,PROD00008,2025-07-06,6,Not as Described,596.58,Pending
RET005474,ORD012404,PROD00487,2026-07-10,2,Wrong Item,97.46,Approved
RET005475,ORD025104,PROD00441,2026-07-07,3,Changed Mind,297.81,Approved
RET005476,ORD022462,PROD00170,2026-03-08,3,Not as Described,616.53,Approved
RET005477,ORD026638,PROD00484,2026-02-19,2,Other,12.72,Approved
RET005478,ORD000949,PROD00299,2025-06-17,2,Changed Mind,236.84,Approved
RET005479,ORD009739,PROD00381,2025-04-04,1,Other,69.83,Approved
RET005480,ORD004897,PROD00371,2026-04-21,3,Wrong Item,271.26,Approved
RET005481,ORD018910,PROD00170,2026-03-12,4,Quality Issue,822.04,Pending
RET005482,ORD024230,PROD00343,2026-03-03,1,Damaged,120.4,Approved
RET005483,ORD046062,PROD00428,2025-12-08,5,Not as Described,391.8,Approved
RET005484,ORD033369,PROD00066,2025-06-27,3,Changed Mind,408.87,Approved
RET005485,ORD023130,PROD00400,2026-04-25,3,Late Delivery,257.13,Approved
RET005486,ORD022738,PROD00259,2025-02-12,3,Damaged,513.96,Approved
RET005487,ORD026124,PROD00089,2025-08-26,1,Late Delivery,99.7,Rejected
RET005488,ORD017802,PROD00283,2026-05-31,5,Damaged,420.25,Approved
RET005489,ORD009116,PROD00411,2025-09-27,1,Quality Issue,151.02,Approved
RET005490,ORD004325,PROD00471,2025-07-12,4,Damaged,102.2,Approved
RET005491,ORD001228,PROD00153,2025-09-13,1,Damaged,108.04,Rejected
RET005492,ORD008229,PROD00222,2026-05-16,2,Changed Mind,109.0,Approved
RET005493,ORD046267,PROD00194,2026-01-26,9,Late Delivery,1273.68,Approved
RET005494,ORD049414,PROD00110,2025-03-30,2,Damaged,139.5,Approved
RET005495,ORD003842,PROD00409,2025-03-14,2,Other,108.74,Approved
RET005496,ORD003171,PROD00423,2025-08-10,2,Wrong Item,115.9,Approved
RET005497,ORD027098,PROD00244,2026-07-12,9,Late Delivery,1739.34,Approved
RET005498,ORD012810,PROD00373,2026-05-12,3,Not as Described,199.8,Approved
RET005499,ORD035011,PROD00317,2026-03-29,1,Changed Mind,157.05,Approved
RET005500,ORD007999,PROD00201,2026-01-20,1,Other,95.19,Approved
RET005501,ORD043025,PROD00444,2026-01-27,1,Other,218.37,Approved
RET005502,ORD008328,PROD00461,2025-02-09,1,Damaged,43.47,Approved
RET005503,ORD010745,PROD00065,2025-11-22,1,Quality Issue,74.29,Approved
RET005504,ORD048900,PROD00310,2025-06-11,2,Not as Described,193.92,Approved
RET005505,ORD047834,PROD00156,2026-03-01,1,Quality Issue,176.19,Approved
RET005506,ORD012669,PROD00484,2025-05-14,4,Other,25.44,Approved
RET005507,ORD039984,PROD00327,2025-04-25,4,Wrong Item,677.56,Approved
RET005508,ORD017395,PROD00345,2026-01-07,1,Other,155.05,Approved
RET005509,ORD014546,PROD00389,2025-04-11,4,Changed Mind,104.64,Approved
RET005510,ORD022626,PROD00268,2025-05-23,3,Late Delivery,484.71,Pending
RET005511,ORD040535,PROD00324,2026-02-23,2,Not as Described,457.6,Approved
RET005512,ORD027999,PROD00160,2026-06-29,2,Late Delivery,410.28,Approved
RET005513,ORD044215,PROD00438,2025-11-24,7,Wrong Item,263.9,Approved
RET005514,ORD002513,PROD00472,2026-07-19,1,Late Delivery,164.89,Pending
RET005515,ORD013749,PROD00309,2026-06-04,5,Late Delivery,221.1,Approved
RET005516,ORD039067,PROD00426,2026-04-23,4,Wrong Item,453.04,Approved
RET005517,ORD020639,PROD00246,2025-06-19,2,Other,164.78,Approved
RET005518,ORD047499,PROD00111,2025-05-05,3,Changed Mind,397.41,Approved
RET005519,ORD031697,PROD00391,2026-06-26,2,Not as Described,419.36,Approved
RET005520,ORD003602,PROD00019,2025-09-25,9,Other,787.59,Approved
RET005521,ORD022635,PROD00098,2026-07-09,2,Changed Mind,168.78,Rejected
RET005522,ORD026023,PROD00228,2025-02-16,5,Quality Issue,126.35,Approved
RET005523,ORD030320,PROD00191,2025-08-05,5,Late Delivery,332.1,Approved
RET005524,ORD018641,PROD00094,2026-05-27,8,Quality Issue,801.52,Approved
RET005525,ORD044058,PROD00394,2026-04-25,4,Wrong Item,568.72,Approved
RET005526,ORD036773,PROD00086,2025-10-17,10,Damaged,1423.5,Approved
RET005527,ORD038733,PROD00203,2025-08-17,1,Wrong Item,70.83,Approved
RET005528,ORD041961,PROD00395,2026-03-20,5,Late Delivery,407.75,Rejected
RET005529,ORD041529,PROD00046,2025-08-12,3,Quality Issue,116.91,Approved
RET005530,ORD047048,PROD00285,2025-05-13,5,Other,802.4,Approved
RET005531,ORD000871,PROD00161,2025-12-10,4,Late Delivery,580.88,Pending
RET005532,ORD007917,PROD00183,2026-04-06,1,Changed Mind,114.39,Approved
RET005533,ORD039107,PROD00462,2026-05-31,4,Changed Mind,683.4,Rejected
RET005534,ORD022982,PROD00245,2025-07-15,1,Not as Described,113.27,Approved
RET005535,ORD029321,PROD00448,2025-09-19,3,Quality Issue,117.18,Pending
RET005536,ORD021880,PROD00378,2026-07-21,2,Wrong Item,169.96,Approved
RET005537,ORD022199,PROD00194,2025-08-02,1,Other,141.52,Approved
RET005538,ORD048918,PROD00221,2025-08-03,2,Other,53.22,Approved
RET005539,ORD034000,PROD00291,2025-10-01,9,Changed Mind,1450.53,Approved
RET005540,ORD017123,PROD00309,2026-01-15,3,Quality Issue,132.66,Approved
RET005541,ORD013877,PROD00339,2025-08-27,3,Late Delivery,560.46,Approved
RET005542,ORD010245,PROD00064,2025-02-08,9,Damaged,993.87,Approved
RET005543,ORD036395,PROD00343,2025-09-25,2,Changed Mind,240.8,Approved
RET005544,ORD012427,PROD00029,2025-05-13,1,Wrong Item,78.76,Approved
RET005545,ORD016048,PROD00318,2025-05-28,8,Quality Issue,1150.32,Approved
RET005546,ORD002714,PROD00089,2026-07-21,3,Wrong Item,299.1,Pending
RET005547,ORD012573,PROD00184,2026-05-10,1,Not as Described,139.41,Approved
RET005548,ORD002279,PROD00486,2025-12-14,4,Other,506.76,Approved
RET005549,ORD008908,PROD00251,2026-05-07,6,Late Delivery,857.1,Approved
RET005550,ORD036842,PROD00444,2026-03-21,1,Not as Described,218.37,Approved
RET005551,ORD008999,PROD00390,2025-12-20,4,Not as Described,556.36,Approved
RET005552,ORD048081,PROD00198,2025-10-28,1,Changed Mind,58.82,Approved
RET005553,ORD039975,PROD00449,2025-10-11,7,Changed Mind,1143.45,Approved
RET005554,ORD002533,PROD00251,2025-06-11,4,Not as Described,571.4,Approved
RET005555,ORD033834,PROD00242,2026-04-12,2,Wrong Item,237.5,Approved
RET005556,ORD028233,PROD00160,2026-01-05,1,Changed Mind,205.14,Approved
RET005557,ORD039105,PROD00003,2025-05-24,2,Quality Issue,273.56,Approved
RET005558,ORD008221,PROD00113,2026-03-20,3,Wrong Item,303.57,Approved
RET005559,ORD031067,PROD00057,2025-09-02,1,Changed Mind,29.53,Approved
RET005560,ORD019760,PROD00390,2026-03-22,4,Late Delivery,556.36,Rejected
RET005561,ORD007381,PROD00481,2025-05-26,2,Not as Described,295.02,Approved
RET005562,ORD021139,PROD00080,2025-04-22,1,Damaged,63.34,Approved
RET005563,ORD035712,PROD00476,2025-02-17,2,Changed Mind,75.96,Approved
RET005564,ORD016998,PROD00479,2025-12-31,1,Not as Described,69.65,Approved
RET005565,ORD035366,PROD00129,2025-07-04,8,Not as Described,1138.48,Approved
RET005566,ORD042137,PROD00292,2025-03-30,6,Late Delivery,197.64,Approved
RET005567,ORD049153,PROD00124,2026-02-07,1,Late Delivery,51.14,Approved
RET005568,ORD037806,PROD00208,2025-12-12,7,Wrong Item,1194.41,Approved
RET005569,ORD009935,PROD00362,2026-02-12,4,Late Delivery,418.56,Approved
RET005570,ORD013327,PROD00243,2025-06-09,3,Late Delivery,385.56,Approved
RET005571,ORD031220,PROD00416,2025-07-31,2,Late Delivery,238.44,Approved
RET005572,ORD009803,PROD00023,2025-03-20,7,Damaged,462.7,Pending
RET005573,ORD045276,PROD00084,2026-05-26,2,Late Delivery,98.42,Approved
RET005574,ORD033865,PROD00470,2025-07-11,5,Damaged,665.4,Approved
RET005575,ORD020672,PROD00065,2025-11-08,6,Wrong Item,445.74,Approved
RET005576,ORD024483,PROD00153,2025-03-25,7,Quality Issue,756.28,Pending
RET005577,ORD047558,PROD00317,2025-07-23,7,Wrong Item,1099.35,Pending
RET005578,ORD046258,PROD00201,2025-11-17,4,Late Delivery,380.76,Approved
RET005579,ORD033790,PROD00350,2025-07-22,1,Wrong Item,98.85,Approved
RET005580,ORD019470,PROD00075,2025-08-09,2,Changed Mind,78.08,Approved
RET005581,ORD011173,PROD00104,2025-04-27,6,Damaged,1063.5,Approved
RET005582,ORD034703,PROD00013,2025-11-18,3,Wrong Item,130.83,Approved
RET005583,ORD009001,PROD00215,2025-12-28,9,Late Delivery,470.61,Approved
RET005584,ORD027481,PROD00425,2025-06-01,3,Other,566.76,Approved
RET005585,ORD044308,PROD00236,2025-02-09,2,Other,240.88,Approved
RET005586,ORD018352,PROD00066,2026-05-30,5,Wrong Item,681.45,Approved
RET005587,ORD044296,PROD00108,2025-06-21,6,Not as Described,537.54,Approved
RET005588,ORD015165,PROD00500,2026-05-18,5,Wrong Item,45.8,Approved
RET005589,ORD049238,PROD00375,2025-03-21,3,Other,404.88,Approved
RET005590,ORD006827,PROD00020,2025-02-06,8,Not as Described,607.2,Approved
RET005591,ORD013269,PROD00462,2025-04-17,1,Late Delivery,170.85,Approved
RET005592,ORD000013,PROD00052,2025-08-23,5,Changed Mind,246.35,Approved
RET005593,ORD019028,PROD00086,2026-07-11,1,Wrong Item,142.35,Approved
RET005594,ORD002831,PROD00450,2025-10-17,6,Not as Described,433.02,Approved
RET005595,ORD044871,PROD00038,2025-02-11,2,Damaged,93.64,Approved
RET005596,ORD015017,PROD00404,2025-03-08,9,Not as Described,1415.07,Approved
RET005597,ORD018459,PROD00317,2025-05-14,1,Damaged,157.05,Approved
RET005598,ORD017325,PROD00470,2025-08-03,2,Changed Mind,266.16,Approved
RET005599,ORD015888,PROD00328,2026-05-02,5,Damaged,375.5,Approved
RET005600,ORD003636,PROD00308,2025-06-29,5,Not as Described,43.05,Approved
RET005601,ORD026133,PROD00411,2026-05-08,3,Other,453.06,Pending
RET005602,ORD047248,PROD00305,2025-02-16,1,Damaged,21.16,Approved
RET005603,ORD040513,PROD00060,2026-04-27,3,Wrong Item,143.76,Rejected
RET005604,ORD026679,PROD00482,2026-06-16,6,Other,1132.74,Approved
RET005605,ORD012051,PROD00469,2025-05-11,9,Late Delivery,504.9,Approved
RET005606,ORD011393,PROD00193,2026-05-08,1,Late Delivery,70.94,Approved
RET005607,ORD040465,PROD00469,2025-04-05,1,Quality Issue,56.1,Approved
RET005608,ORD000759,PROD00023,2026-05-28,3,Late Delivery,198.3,Approved
RET005609,ORD041559,PROD00158,2026-03-31,3,Damaged,371.76,Approved
RET005610,ORD028229,PROD00203,2026-03-05,1,Damaged,70.83,Approved
RET005611,ORD006136,PROD00340,2026-03-25,1,Not as Described,101.64,Approved
RET005612,ORD039801,PROD00414,2025-03-25,8,Changed Mind,489.68,Approved
RET005613,ORD007678,PROD00331,2026-07-12,1,Quality Issue,152.79,Approved
RET005614,ORD033632,PROD00248,2026-06-17,2,Changed Mind,40.52,Approved
RET005615,ORD003034,PROD00178,2026-05-10,2,Late Delivery,21.54,Approved
RET005616,ORD015894,PROD00155,2026-05-28,4,Not as Described,18.28,Approved
RET005617,ORD041107,PROD00442,2025-09-25,6,Late Delivery,764.52,Approved
RET005618,ORD037374,PROD00481,2025-05-23,5,Quality Issue,737.55,Approved
RET005619,ORD048444,PROD00254,2025-10-14,1,Damaged,35.0,Rejected
RET005620,ORD026621,PROD00085,2025-08-13,3,Quality Issue,424.83,Approved
RET005621,ORD002301,PROD00372,2025-09-16,5,Not as Described,466.65,Approved
RET005622,ORD047776,PROD00337,2026-05-15,2,Other,309.2,Approved
RET005623,ORD004492,PROD00242,2026-03-31,1,Changed Mind,118.75,Approved
RET005624,ORD041044,PROD00437,2026-05-26,3,Other,275.13,Approved
RET005625,ORD023053,PROD00209,2025-10-16,2,Not as Described,134.04,Approved
RET005626,ORD012408,PROD00314,2025-07-19,1,Quality Issue,54.47,Approved
RET005627,ORD004043,PROD00030,2026-07-11,2,Changed Mind,219.44,Approved
RET005628,ORD023979,PROD00359,2026-07-16,1,Wrong Item,228.31,Approved
RET005629,ORD040772,PROD00409,2025-03-31,1,Other,54.37,Approved
RET005630,ORD007139,PROD00382,2026-02-17,10,Not as Described,1090.4,Approved
RET005631,ORD043534,PROD00026,2025-04-03,1,Late Delivery,116.11,Approved
RET005632,ORD021361,PROD00042,2026-03-13,7,Other,381.01,Approved
RET005633,ORD013874,PROD00290,2026-01-20,1,Late Delivery,171.28,Approved
RET005634,ORD021804,PROD00164,2025-06-23,3,Wrong Item,416.25,Approved
RET005635,ORD010598,PROD00293,2025-12-01,1,Damaged,25.16,Approved
RET005636,ORD002296,PROD00076,2026-05-01,7,Quality Issue,1242.22,Approved
RET005637,ORD009438,PROD00190,2025-03-02,4,Late Delivery,298.76,Approved
RET005638,ORD007924,PROD00052,2026-04-04,2,Damaged,98.54,Approved
RET005639,ORD017461,PROD00043,2025-12-01,1,Damaged,80.75,Approved
RET005640,ORD039079,PROD00373,2026-02-01,3,Damaged,199.8,Pending
RET005641,ORD026659,PROD00008,2025-07-23,6,Other,596.58,Approved
RET005642,ORD028577,PROD00171,2025-04-26,1,Late Delivery,103.74,Approved
RET005643,ORD010698,PROD00187,2026-05-11,1,Quality Issue,15.5,Approved
RET005644,ORD029353,PROD00437,2026-04-03,3,Wrong Item,275.13,Approved
RET005645,ORD018924,PROD00208,2025-05-30,1,Quality Issue,170.63,Approved
RET005646,ORD021272,PROD00035,2026-07-22,4,Quality Issue,206.04,Approved
RET005647,ORD008039,PROD00381,2026-02-26,5,Not as Described,349.15,Approved
RET005648,ORD016640,PROD00225,2026-05-16,1,Not as Described,107.74,Approved
RET005649,ORD043444,PROD00300,2025-10-13,1,Damaged,135.61,Approved
RET005650,ORD002444,PROD00421,2026-01-29,6,Changed Mind,75.78,Approved
RET005651,ORD008383,PROD00424,2025-11-15,6,Changed Mind,944.64,Approved
RET005652,ORD022295,PROD00025,2025-04-04,8,Wrong Item,1120.08,Approved
RET005653,ORD014888,PROD00500,2025-08-27,5,Wrong Item,45.8,Approved
RET005654,ORD030027,PROD00238,2026-03-04,3,Late Delivery,464.82,Approved
RET005655,ORD004164,PROD00367,2025-08-01,4,Changed Mind,632.2,Approved
RET005656,ORD033810,PROD00319,2025-09-01,3,Other,95.58,Approved
RET005657,ORD036396,PROD00429,2025-04-27,1,Damaged,121.49,Approved
RET005658,ORD043204,PROD00431,2025-07-07,7,Damaged,469.91,Approved
RET005659,ORD031961,PROD00184,2025-08-23,5,Quality Issue,697.05,Approved
RET005660,ORD049659,PROD00281,2025-07-24,3,Other,64.41,Approved
RET005661,ORD041367,PROD00284,2025-08-08,3,Quality Issue,203.4,Approved
RET005662,ORD002985,PROD00492,2025-11-11,1,Changed Mind,43.38,Approved
RET005663,ORD011114,PROD00034,2025-12-27,6,Late Delivery,37.86,Approved
RET005664,ORD034690,PROD00202,2025-06-10,3,Wrong Item,62.43,Approved
RET005665,ORD048460,PROD00190,2025-02-14,7,Not as Described,522.83,Approved
RET005666,ORD012748,PROD00444,2026-02-12,3,Changed Mind,655.11,Approved
RET005667,ORD012216,PROD00495,2026-02-25,1,Damaged,70.71,Approved
RET005668,ORD003669,PROD00366,2025-10-12,2,Changed Mind,171.7,Approved
RET005669,ORD032276,PROD00341,2026-06-23,3,Damaged,341.58,Approved
RET005670,ORD033666,PROD00200,2025-03-21,9,Late Delivery,732.51,Approved
RET005671,ORD034245,PROD00240,2026-04-05,7,Damaged,115.64,Rejected
RET005672,ORD015119,PROD00209,2025-07-25,1,Other,67.02,Approved
RET005673,ORD007019,PROD00074,2025-04-17,9,Wrong Item,336.15,Approved
RET005674,ORD011359,PROD00383,2025-06-03,8,Not as Described,178.8,Approved
RET005675,ORD007023,PROD00363,2025-08-03,6,Other,165.48,Approved
RET005676,ORD036885,PROD00464,2025-11-01,4,Wrong Item,448.16,Approved
RET005677,ORD047519,PROD00167,2026-02-17,1,Changed Mind,181.7,Pending
RET005678,ORD048694,PROD00256,2025-03-19,2,Quality Issue,157.92,Pending
RET005679,ORD040276,PROD00011,2026-04-12,8,Not as Described,1173.52,Approved
RET005680,ORD043262,PROD00429,2025-11-10,4,Not as Described,485.96,Approved
RET005681,ORD036000,PROD00042,2026-01-08,3,Changed Mind,163.29,Pending
RET005682,ORD044454,PROD00192,2025-02-27,1,Damaged,7.95,Approved
RET005683,ORD029679,PROD00195,2025-10-01,3,Other,86.43,Approved
RET005684,ORD020651,PROD00192,2026-05-07,5,Other,39.75,Approved
RET005685,ORD042971,PROD00197,2025-10-14,4,Late Delivery,553.48,Approved
RET005686,ORD003750,PROD00130,2026-01-02,4,Damaged,316.44,Pending
RET005687,ORD002774,PROD00467,2025-06-29,7,Other,313.11,Approved
RET005688,ORD046065,PROD00003,2026-06-19,7,Other,957.46,Approved
RET005689,ORD024932,PROD00054,2026-04-06,3,Other,677.61,Approved
RET005690,ORD012146,PROD00243,2025-07-06,3,Late Delivery,385.56,Approved
RET005691,ORD044184,PROD00456,2025-04-30,1,Late Delivery,170.27,Approved
RET005692,ORD038059,PROD00268,2025-10-14,8,Late Delivery,1292.56,Approved
RET005693,ORD000886,PROD00344,2025-11-29,1,Damaged,52.27,Approved
RET005694,ORD035668,PROD00057,2026-05-10,2,Not as Described,59.06,Pending
RET005695,ORD021707,PROD00223,2025-09-08,1,Changed Mind,182.36,Approved
RET005696,ORD004719,PROD00227,2025-05-23,1,Late Delivery,35.09,Approved
RET005697,ORD017241,PROD00077,2025-09-02,5,Late Delivery,348.85,Approved
RET005698,ORD032771,PROD00353,2025-12-13,4,Changed Mind,591.96,Approved
RET005699,ORD033727,PROD00483,2026-06-28,2,Quality Issue,200.08,Approved
RET005700,ORD023762,PROD00016,2026-06-30,5,Changed Mind,109.4,Approved
RET005701,ORD030136,PROD00306,2026-03-09,1,Wrong Item,187.42,Approved
RET005702,ORD032174,PROD00145,2025-06-09,1,Damaged,79.04,Pending
RET005703,ORD011706,PROD00295,2025-08-29,1,Not as Described,129.21,Approved
RET005704,ORD020447,PROD00096,2025-10-29,1,Changed Mind,47.19,Approved
RET005705,ORD012598,PROD00318,2025-03-15,3,Wrong Item,431.37,Approved
RET005706,ORD003116,PROD00179,2025-02-16,4,Quality Issue,672.64,Approved
RET005707,ORD020408,PROD00438,2026-07-20,1,Not as Described,37.7,Approved
RET005708,ORD029653,PROD00307,2026-07-16,5,Other,1119.55,Approved
RET005709,ORD012854,PROD00311,2026-07-10,5,Wrong Item,173.55,Approved
RET005710,ORD023255,PROD00189,2026-06-19,1,Damaged,12.85,Rejected
RET005711,ORD035645,PROD00009,2026-02-03,2,Not as Described,206.48,Approved
RET005712,ORD048881,PROD00488,2025-09-08,4,Late Delivery,650.48,Approved
RET005713,ORD001478,PROD00354,2025-04-11,1,Changed Mind,111.99,Pending
RET005714,ORD047557,PROD00362,2026-06-02,4,Late Delivery,418.56,Approved
RET005715,ORD014358,PROD00051,2025-04-24,3,Damaged,169.71,Approved
RET005716,ORD030988,PROD00282,2025-07-14,4,Not as Described,88.48,Pending
RET005717,ORD036171,PROD00056,2025-03-24,1,Changed Mind,72.69,Approved
RET005718,ORD016299,PROD00454,2025-10-02,2,Changed Mind,246.18,Pending
RET005719,ORD040171,PROD00372,2025-06-26,9,Not as Described,839.97,Approved
RET005720,ORD034790,PROD00204,2026-04-05,2,Wrong Item,304.8,Approved
RET005721,ORD021313,PROD00467,2026-04-03,1,Wrong Item,44.73,Approved
RET005722,ORD008660,PROD00387,2026-05-22,6,Changed Mind,157.14,Approved
RET005723,ORD015325,PROD00139,2025-11-04,2,Wrong Item,78.2,Approved
RET005724,ORD010233,PROD00489,2025-07-30,2,Not as Described,66.9,Approved
RET005725,ORD044613,PROD00294,2026-02-02,2,Changed Mind,145.24,Approved
RET005726,ORD001360,PROD00416,2025-02-20,3,Not as Described,357.66,Approved
RET005727,ORD004894,PROD00313,2025-08-17,3,Late Delivery,227.91,Approved
RET005728,ORD003033,PROD00157,2025-07-06,1,Not as Described,18.92,Approved
RET005729,ORD048299,PROD00483,2026-07-02,4,Late Delivery,400.16,Approved
RET005730,ORD005539,PROD00460,2025-04-01,4,Quality Issue,629.36,Pending
RET005731,ORD004831,PROD00394,2025-10-28,4,Not as Described,568.72,Approved
RET005732,ORD019812,PROD00422,2026-03-25,9,Quality Issue,1164.6,Approved
RET005733,ORD031874,PROD00181,2025-12-31,4,Quality Issue,473.68,Approved
RET005734,ORD007916,PROD00182,2025-07-12,1,Quality Issue,65.97,Approved
RET005735,ORD010261,PROD00261,2026-03-12,1,Other,140.75,Approved
RET005736,ORD046898,PROD00416,2025-05-03,1,Other,119.22,Approved
RET005737,ORD024235,PROD00201,2025-11-01,1,Other,95.19,Approved
RET005738,ORD026233,PROD00276,2025-03-11,3,Not as Described,595.71,Approved
RET005739,ORD047235,PROD00300,2025-11-15,4,Wrong Item,542.44,Approved
RET005740,ORD036192,PROD00040,2026-04-19,1,Late Delivery,153.95,Approved
RET005741,ORD021861,PROD00313,2025-12-26,7,Damaged,531.79,Approved
RET005742,ORD012493,PROD00265,2025-03-27,5,Wrong Item,1038.3,Pending
RET005743,ORD003163,PROD00451,2025-11-11,5,Other,550.5,Rejected
RET005744,ORD034620,PROD00422,2026-02-11,2,Damaged,258.8,Approved
RET005745,ORD015181,PROD00012,2025-05-31,5,Late Delivery,514.6,Approved
RET005746,ORD035938,PROD00175,2026-05-19,6,Changed Mind,183.78,Approved
RET005747,ORD023415,PROD00388,2025-05-12,5,Damaged,229.15,Approved
RET005748,ORD040736,PROD00363,2025-11-19,3,Other,82.74,Approved
RET005749,ORD013253,PROD00159,2025-11-09,4,Not as Described,164.4,Approved
RET005750,ORD012394,PROD00114,2025-06-06,4,Late Delivery,201.16,Approved
RET005751,ORD023835,PROD00028,2025-03-12,3,Changed Mind,111.27,Approved
RET005752,ORD021960,PROD00214,2025-06-10,4,Quality Issue,407.64,Approved
RET005753,ORD045163,PROD00006,2025-02-08,7,Wrong Item,709.52,Approved
RET005754,ORD028005,PROD00159,2025-05-05,1,Wrong Item,41.1,Approved
RET005755,ORD014870,PROD00386,2025-05-26,3,Quality Issue,154.62,Approved
RET005756,ORD018024,PROD00132,2025-09-13,1,Wrong Item,148.14,Approved
RET005757,ORD021882,PROD00460,2025-11-14,5,Other,786.7,Pending
RET005758,ORD007048,PROD00429,2025-04-14,7,Late Delivery,850.43,Approved
RET005759,ORD018552,PROD00105,2025-02-03,1,Damaged,100.04,Rejected
RET005760,ORD024306,PROD00282,2025-07-16,4,Damaged,88.48,Approved
RET005761,ORD021695,PROD00097,2025-06-03,1,Wrong Item,154.85,Approved
RET005762,ORD012465,PROD00048,2025-03-16,9,Changed Mind,1363.5,Approved
RET005763,ORD030252,PROD00352,2026-01-17,4,Wrong Item,317.24,Approved
RET005764,ORD003988,PROD00071,2025-11-30,3,Wrong Item,388.44,Approved
RET005765,ORD003732,PROD00319,2026-06-26,4,Not as Described,127.44,Pending
RET005766,ORD035574,PROD00024,2026-05-14,5,Damaged,464.4,Approved
RET005767,ORD011788,PROD00238,2025-02-22,1,Late Delivery,154.94,Approved
RET005768,ORD023918,PROD00195,2025-08-02,1,Wrong Item,28.81,Approved
RET005769,ORD004772,PROD00431,2025-03-11,6,Changed Mind,402.78,Approved
RET005770,ORD022448,PROD00461,2025-07-23,1,Wrong Item,43.47,Approved
